setting,description,num_features,lexical_structural,brand_adversarial,turkish_linguistic,graph_infrastructure,binary_auc_mean,binary_auc_std,binary_f1_mean,binary_f1_std,binary_mcc_mean,binary_mcc_std,five_class_accuracy_mean,five_class_accuracy_std,five_class_macro_f1_mean,five_class_macro_f1_std,five_class_weighted_f1_mean,five_class_weighted_f1_std,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,inference_ms_per_url_mean,inference_ms_per_url_std,delta_macro_f1_vs_A1
A1,Lexical + structural only,56,True,False,False,False,0.9956217523993718,0.001716122964910696,0.9845353619523722,0.005330384603156856,0.9008702572515686,0.030014899630363884,0.8561476071201695,0.007535861746029418,0.8512962555105752,0.009864334396416569,0.8568759338392302,0.007088294209553079,159.69582794680008,2.1189360266331434,21.500014175400064,0.565141427478982,0.08673899097647372,0.0019125298284230117,0.0
A2,Lexical + structural + adversarial/brand,94,True,True,False,False,0.9959553873005111,0.001430623095798709,0.9851505086426519,0.005167890062557842,0.9047512530087264,0.02843449487415529,0.8664696806107586,0.00777696551620981,0.8686195756716337,0.009127441863055977,0.8671569935166185,0.007395604605417443,240.78644083460003,27.01202327392109,20.436127687000408,2.322874929016147,0.08251471701375959,0.00991692426510748,0.01732332016105853
A3,Lexical + structural + Turkish linguistic,81,True,False,True,False,0.9967213601746201,0.0008490533505000132,0.9868668318399865,0.0031440323726232406,0.9152118764498874,0.015984925504810208,0.8827586416647817,0.0030803506002266895,0.8755737392912868,0.005123083255332238,0.8832629048582452,0.002828344687482814,213.41713375919988,4.391221461105887,21.594448725399708,0.7712478436243703,0.08711057525263952,0.0024902978315583177,0.024277483780711595
A4,Lexical + structural + graph-based infrastructure,72,True,False,False,True,0.998290245392837,0.0012675747899707698,0.9920103043834342,0.003429927770305006,0.9483583339467943,0.021093106375477733,0.89006313728232,0.004211605696933682,0.8797809385737703,0.007794970036297988,0.8905038583029257,0.003986314225380385,195.55100770719983,2.5527215646213373,21.28984295779992,0.4685404745734702,0.08588852910955454,0.001242238905151052,0.02848468306319507
A5,Lexical + structural + adversarial/brand + Turkish linguistic,119,True,True,True,False,0.9969251269644896,0.0006818981319038953,0.9870972036693078,0.0029467553721795664,0.9167828927560645,0.013296998916834541,0.8891200386582035,0.004117347265142578,0.8878244423899,0.005427832197509428,0.8896002023485853,0.003913698893862393,306.61985678280035,2.256275377864319,22.392864988999644,0.6129434122503608,0.09033511483781512,0.0017662835600027126,0.0365281868793248
A6,Lexical + structural + adversarial/brand + Turkish linguistic + graph,135,True,True,True,True,0.9986928816819048,0.0006799535287957099,0.9927306594884062,0.0031974830786781977,0.9530961451384579,0.019441333502881596,0.9115763661477763,0.004720744275961175,0.9047263000278278,0.007186162071028857,0.9118152043909165,0.004589472808316844,339.81970686780005,11.594524578232356,22.28004552939965,0.7567933239601974,0.08990311375712283,0.003393938297386307,0.05343004451725264
A7,"Full retained feature set, artifact-controlled",135,True,True,True,True,0.9986926461857646,0.0006803090218698322,0.9927297292151843,0.003198807586541185,0.9530895293874266,0.019453080592769914,0.9115723171448291,0.004721070964873726,0.9047231863796797,0.0072268091600401155,0.9118111826059241,0.00458980837490419,359.71001658299974,12.129912937317991,22.395683993199782,0.6633519046171227,0.09038150286804174,0.003470430029580755,0.05342693086910455
A8,"Full retained feature set, artifact-controlled, inductive graph projection",135,True,True,True,True,0.9986926461857646,0.0006803090218698322,0.9927297292151843,0.003198807586541185,0.9530895293874266,0.019453080592769914,0.9115723171448291,0.004721070964873726,0.9047231863796797,0.0072268091600401155,0.9118111826059241,0.00458980837490419,361.09780427259903,11.460858274906126,22.754321326399804,0.38696783575743177,0.09182165989022545,0.002409512821472903,0.05342693086910455
